ID;Revier (Nummer);Stamm-Standortformengruppe;Feinbodenform (Kürzel);Feinbodenform;Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005) (Kürzel);Bodenform nach Bodenkundlicher Kartieranleitung KA5 (2005);Art der Feinbodenform;natürliche Grund-/ Stauwasserstufe;Feinheiten der Körnung im Oberboden;Feinheiten der Körnung im übrigen Profil;Kalktiefe [m];Mächtigkeit der organischen Auflage [cm];Mächtigkeit des Ah-Horizontes [cm];Flächengröße [ha]
66;003032;M1;HdSB5;Hennigsdorfer Sand-Braungley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;6,56119226
67;003032;OM4;SM.K4;Sand-Gleymoor, kräftig;KV: Hn/s;Erdniedermoor aus Niedermoortorf über Sand (3-7 dm);organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">S+stbS</a>";>3m oder frei;40...80cm; ;1,42706427
79;003032;Z2;MuSB7;Mullberger Sand-Braundgley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;19,71490497
53;003031;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,37097502
54;003031;A2;KdS;Kersdorfer Sand-Ranker;RQ: s;Regosol aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,01895173
55;003031;M2;LeS;Leistener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;4,80097843
58;003031;A2;BiS;Biegener Sand-Rostpodsol;PP-BB: s;Podsol-Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;0,40373674
59;003031;OM2;M.M2;Moor, mäßig nährstoffhaltig;HN: Hn;Niedermoor aus Niedermoortorf;organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";>3m oder frei;>80cm; ;0,50216991
71;003032;M1;HdSB5;Hennigsdorfer Sand-Braungley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;38,05925143
72;003032;M2;HdSB6;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;79,77460394
92;003032;M2;BkS;Bräunigker Grand-Braunderde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">gS</a>";>3m oder frei; ; ;0,23831952
93;003032;M2;HdSB6;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;4,04755641
95;003032;M2;HdSB7;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;0,30819102
81;003032;Z2;sBäS;Bärenthorener Sand-Braunerde, übersandet;RQ\BB: s;Flacher Regosol über Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,66850535
82;003032;M2;HdSB7;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;0,49976936
68;003032;OK4;SM.K4;Sand-Gleymoor, kräftig;KV: Hn/s;Erdniedermoor aus Niedermoortorf über Sand (3-7 dm);organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">S+stbS</a>";>3m oder frei;40...80cm; ;1,25402256
69;003032;OK4;M.K4;Moor, kräftig;KV: Hn;Erdniedermoor aus Niedermoortorf;organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";>3m oder frei;>80cm; ;0,95595432
70;003032;OK4;M.K4;Moor, kräftig;KV: Hn;Erdniedermoor aus Niedermoortorf;organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";>3m oder frei;>80cm; ;0,58960935
86;003032;NK2;BdSG4;Bohldammer Sand-Moorgley;GG-rGH: Hn\s;Reliktischer Gley-Moorgley aus Niedermoortorf über flachem Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">23</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";>3m oder frei;20...40cm; ;1,26101894
96;003032;M2;HdSB6;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;0,70397931
97;003032;M2;BkS;Bräunigker Grand-Braunderde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">gS</a>";>3m oder frei; ; ;0,36936995
98;003032;M2;HdSB7;Hennigsdorfer Sand-Braungley;rGG-BB: s;Reliktgley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;0,12016853
100;003032;M2;BkS;Bräunigker Grand-Braunderde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">gS</a>";>3m oder frei; ; ;6,72414036
102;003032;NK1;NhSG3;Neuholländer Anmoor-Gley;GM: s;Anmoorgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">23,33</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";>3m oder frei;<=10cm;>20 und humusreicher;0,2148308
103;003032;M1;SuSU5;Summter Sand-Graugley;g.rGG: s;Vergleyter Reliktgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;0,40588979
91;003032;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;1,17592217
104;003032;OK4;SM.K4;Sand-Gleymoor, kräftig;KV: Hn/s;Erdniedermoor aus Niedermoortorf über Sand (3-7 dm);organischer Standort;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">22</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">H</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">S+stbS</a>";>3m oder frei;40...80cm; ;1,72303152
105;003035;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;3,85753367
106;003035;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;25,91159081
89;003032;Z2;BäS;Bärenthorener Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">rmfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;4,00685092
90;003032;Z1;MuSB5;Mullberger Sand-Braundgley;g.rGG-BB: s;Vergleyte reliktische Gley-Braunerde aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">45</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">r+alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm; ;2,69147426
122;003031;M1;SuSU5;Summter Sand-Graugley;g.rGG: s;Vergleyter Reliktgley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;1,28020089
123;003031;M1;AdSB5;Altdaberscher Sand-Gleyrügpodsol;gPP-rGG: s;Vergleyter Podsol-Reliktgley aus Sand;-; ; ; ; ; ; ;0,81653321
107;003035;M2;RaS;Rahnsdorfer Staubsand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">alS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">stbS</a>";>3m oder frei; ; ;333,24815945
109;003035;K2;WhSU;Wildenhainer Sand-Graugley;GG: s;Gley aus Sand;halb- und vollhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">35,36</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei;<=10cm;<=25cm;8,09312882
110;003031;M2;NeS;Nedlitzer Sand-Braunerde;BB: s;Braunerde aus Sand;anhydromorphe Feinbodenform;"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_NGS.html"" target=""NGS"">5,6,7</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">almfS</a>";"<a href=""https://fbinter.stadt-berlin.de/fb_daten/beschreibung/datenformatbeschreibung/Standortbodenform_KOER.html"" target=""KOER"">mfS</a>";>3m oder frei; ; ;2,78349455
